,cname,ccode,icode,year,gdp
16371,Latvia,LVA,NY.GDP.MKTP.KD.ZG,2021,6.73173527824665
16372,"Macao SAR, China",MAC,NY.GDP.MKTP.KD.ZG,2021,23.5355669383932
16373,St. Martin (French part),MAF,NY.GDP.MKTP.KD.ZG,2021,4.89999967133534
16374,Morocco,MAR,NY.GDP.MKTP.KD.ZG,2021,8.02098437000988
16375,Monaco,MCO,NY.GDP.MKTP.KD.ZG,2021,21.8673711058481
16376,Moldova,MDA,NY.GDP.MKTP.KD.ZG,2021,13.9299997889786
16377,Madagascar,MDG,NY.GDP.MKTP.KD.ZG,2021,5.73961573854336
16378,Maldives,MDV,NY.GDP.MKTP.KD.ZG,2021,37.6871922873131
16379,Middle East & North Africa,MEA,NY.GDP.MKTP.KD.ZG,2021,5.57289085590358
16380,Mexico,MEX,NY.GDP.MKTP.KD.ZG,2021,5.73920833768318
16381,Marshall Islands,MHL,NY.GDP.MKTP.KD.ZG,2021,1.11230090181571
16382,Middle income,MIC,NY.GDP.MKTP.KD.ZG,2021,7.50621615842624
16383,North Macedonia,MKD,NY.GDP.MKTP.KD.ZG,2021,4.51067949038222
16384,Mali,MLI,NY.GDP.MKTP.KD.ZG,2021,3.05261356942125
16385,Malta,MLT,NY.GDP.MKTP.KD.ZG,2021,12.5139471706304
16386,Myanmar,MMR,NY.GDP.MKTP.KD.ZG,2021,-12.0163724829177
16387,Middle East & North Africa (excluding high income),MNA,NY.GDP.MKTP.KD.ZG,2021,6.2212576875649
16388,Montenegro,MNE,NY.GDP.MKTP.KD.ZG,2021,13.0434642521552
16389,Mongolia,MNG,NY.GDP.MKTP.KD.ZG,2021,1.63676957736662
16390,Northern Mariana Islands,MNP,NY.GDP.MKTP.KD.ZG,2021,
16391,Mozambique,MOZ,NY.GDP.MKTP.KD.ZG,2021,2.37743573747173
16392,Mauritania,MRT,NY.GDP.MKTP.KD.ZG,2021,0.742715499632851
16393,Mauritius,MUS,NY.GDP.MKTP.KD.ZG,2021,3.40379866177662
16394,Malawi,MWI,NY.GDP.MKTP.KD.ZG,2021,2.75140260887528
16395,Malaysia,MYS,NY.GDP.MKTP.KD.ZG,2021,3.29764100831838
16396,North America,NAC,NY.GDP.MKTP.KD.ZG,2021,5.76128554552649
16397,Namibia,NAM,NY.GDP.MKTP.KD.ZG,2021,3.60382919248703
16398,New Caledonia,NCL,NY.GDP.MKTP.KD.ZG,2021,-2.09999999762849
16399,Niger,NER,NY.GDP.MKTP.KD.ZG,2021,1.38359636198477
16400,Nigeria,NGA,NY.GDP.MKTP.KD.ZG,2021,3.64718654072446
16401,Nicaragua,NIC,NY.GDP.MKTP.KD.ZG,2021,10.3154484052751
16402,Netherlands,NLD,NY.GDP.MKTP.KD.ZG,2021,6.19185710427116
16403,Norway,NOR,NY.GDP.MKTP.KD.ZG,2021,3.90868677689417
16404,Nepal,NPL,NY.GDP.MKTP.KD.ZG,2021,4.838149614115
16405,Nauru,NRU,NY.GDP.MKTP.KD.ZG,2021,7.75193798449692
16406,New Zealand,NZL,NY.GDP.MKTP.KD.ZG,2021,4.54624763852878
16407,OECD members,OED,NY.GDP.MKTP.KD.ZG,2021,5.71465206139676
16408,Oman,OMN,NY.GDP.MKTP.KD.ZG,2021,3.09227668737446
16409,Other small states,OSS,NY.GDP.MKTP.KD.ZG,2021,6.58600635011335
16410,Pakistan,PAK,NY.GDP.MKTP.KD.ZG,2021,6.51388575852702
16411,Panama,PAN,NY.GDP.MKTP.KD.ZG,2021,15.835765045402
16412,Peru,PER,NY.GDP.MKTP.KD.ZG,2021,13.3552295093079
16413,Philippines,PHL,NY.GDP.MKTP.KD.ZG,2021,5.71473313426225
16414,Palau,PLW,NY.GDP.MKTP.KD.ZG,2021,-14.1640511125218
16415,Papua New Guinea,PNG,NY.GDP.MKTP.KD.ZG,2021,-0.780328729320829
16416,Poland,POL,NY.GDP.MKTP.KD.ZG,2021,6.93498038387065
16417,Pre-demographic dividend,PRE,NY.GDP.MKTP.KD.ZG,2021,3.15426000013311
16418,Puerto Rico,PRI,NY.GDP.MKTP.KD.ZG,2021,0.385222719529239
16419,"Korea, Dem. People's Rep.",PRK,NY.GDP.MKTP.KD.ZG,2021,
16420,Portugal,PRT,NY.GDP.MKTP.KD.ZG,2021,5.73743721854339
16421,Paraguay,PRY,NY.GDP.MKTP.KD.ZG,2021,4.01673731780312
16422,West Bank and Gaza,PSE,NY.GDP.MKTP.KD.ZG,2021,7.01198227592003
16423,Pacific island small states,PSS,NY.GDP.MKTP.KD.ZG,2021,-2.86796554332169
16424,Post-demographic dividend,PST,NY.GDP.MKTP.KD.ZG,2021,5.4462382045962
16425,French Polynesia,PYF,NY.GDP.MKTP.KD.ZG,2021,2.09478896837454
16426,Qatar,QAT,NY.GDP.MKTP.KD.ZG,2021,1.62684671918775
16427,Romania,ROU,NY.GDP.MKTP.KD.ZG,2021,5.70889455766321
16428,Russian Federation,RUS,NY.GDP.MKTP.KD.ZG,2021,5.61429037578345
16429,Rwanda,RWA,NY.GDP.MKTP.KD.ZG,2021,10.8579671876279
16430,South Asia,SAS,NY.GDP.MKTP.KD.ZG,2021,8.76382055037797
16431,Saudi Arabia,SAU,NY.GDP.MKTP.KD.ZG,2021,5.07511034987979
16432,Sudan,SDN,NY.GDP.MKTP.KD.ZG,2021,-1.8685204827207
16433,Senegal,SEN,NY.GDP.MKTP.KD.ZG,2021,6.54400109937833
16434,Singapore,SGP,NY.GDP.MKTP.KD.ZG,2021,9.69076687082064
16435,Solomon Islands,SLB,NY.GDP.MKTP.KD.ZG,2021,2.56434975416948
16436,Sierra Leone,SLE,NY.GDP.MKTP.KD.ZG,2021,4.10470008884118
16437,El Salvador,SLV,NY.GDP.MKTP.KD.ZG,2021,11.9047617015957
16438,San Marino,SMR,NY.GDP.MKTP.KD.ZG,2021,8.46307184428878
16439,Somalia,SOM,NY.GDP.MKTP.KD.ZG,2021,3.31098923423325
16440,Serbia,SRB,NY.GDP.MKTP.KD.ZG,2021,7.72594777674031
16441,Sub-Saharan Africa (excluding high income),SSA,NY.GDP.MKTP.KD.ZG,2021,4.26842091333799
16442,South Sudan,SSD,NY.GDP.MKTP.KD.ZG,2021,
16443,Sub-Saharan Africa,SSF,NY.GDP.MKTP.KD.ZG,2021,4.26493689249247
16444,Small states,SST,NY.GDP.MKTP.KD.ZG,2021,6.78651457690746
16445,Sao Tome and Principe,STP,NY.GDP.MKTP.KD.ZG,2021,1.89929891337832
16446,Suriname,SUR,NY.GDP.MKTP.KD.ZG,2021,-2.43538583612838
16447,Slovak Republic,SVK,NY.GDP.MKTP.KD.ZG,2021,4.77122142450317
16448,Slovenia,SVN,NY.GDP.MKTP.KD.ZG,2021,8.22849988578498
16449,Sweden,SWE,NY.GDP.MKTP.KD.ZG,2021,6.14702464708019
16450,Eswatini,SWZ,NY.GDP.MKTP.KD.ZG,2021,10.6836938787079
16451,Sint Maarten (Dutch part),SXM,NY.GDP.MKTP.KD.ZG,2021,4.57759677933345
16452,Seychelles,SYC,NY.GDP.MKTP.KD.ZG,2021,0.552281631207279
16453,Syrian Arab Republic,SYR,NY.GDP.MKTP.KD.ZG,2021,1.29973808951831
16454,Turks and Caicos Islands,TCA,NY.GDP.MKTP.KD.ZG,2021,9.02549747146406
16455,Chad,TCD,NY.GDP.MKTP.KD.ZG,2021,-1.16918700397552
16456,East Asia & Pacific (IDA & IBRD countries),TEA,NY.GDP.MKTP.KD.ZG,2021,7.60341969056822
16457,Europe & Central Asia (IDA & IBRD countries),TEC,NY.GDP.MKTP.KD.ZG,2021,7.38646816523473
16458,Togo,TGO,NY.GDP.MKTP.KD.ZG,2021,5.99087610392314
16459,Thailand,THA,NY.GDP.MKTP.KD.ZG,2021,1.56818176501186
16460,Tajikistan,TJK,NY.GDP.MKTP.KD.ZG,2021,9.39999955037523
16461,Turkmenistan,TKM,NY.GDP.MKTP.KD.ZG,2021,6.2
16462,Latin America & the Caribbean (IDA & IBRD countries),TLA,NY.GDP.MKTP.KD.ZG,2021,7.20083212845076
16463,Timor-Leste,TLS,NY.GDP.MKTP.KD.ZG,2021,5.31553743115596
16464,Middle East & North Africa (IDA & IBRD countries),TMN,NY.GDP.MKTP.KD.ZG,2021,6.21408909503336
16465,Tonga,TON,NY.GDP.MKTP.KD.ZG,2021,-2.66750617523127
16466,South Asia (IDA & IBRD),TSA,NY.GDP.MKTP.KD.ZG,2021,8.76382055037797
16467,Sub-Saharan Africa (IDA & IBRD countries),TSS,NY.GDP.MKTP.KD.ZG,2021,4.26493689249247
16468,Trinidad and Tobago,TTO,NY.GDP.MKTP.KD.ZG,2021,-1.03742621022469
16469,Tunisia,TUN,NY.GDP.MKTP.KD.ZG,2021,4.60518674330524
16470,Turkiye,TUR,NY.GDP.MKTP.KD.ZG,2021,11.4393847446421
16471,Tuvalu,TUV,NY.GDP.MKTP.KD.ZG,2021,1.8041359113616
16472,Tanzania,TZA,NY.GDP.MKTP.KD.ZG,2021,4.32138429480482
16473,Uganda,UGA,NY.GDP.MKTP.KD.ZG,2021,3.53658034070898
16474,Ukraine,UKR,NY.GDP.MKTP.KD.ZG,2021,3.4456255827111
16475,Upper middle income,UMC,NY.GDP.MKTP.KD.ZG,2021,7.72230187446712
16476,Uruguay,URY,NY.GDP.MKTP.KD.ZG,2021,5.56189279343275
16477,United States,USA,NY.GDP.MKTP.KD.ZG,2021,5.8002061284573
16478,Uzbekistan,UZB,NY.GDP.MKTP.KD.ZG,2021,7.40336813606621
16479,St. Vincent and the Grenadines,VCT,NY.GDP.MKTP.KD.ZG,2021,0.75379707990075
16480,"Venezuela, RB",VEN,NY.GDP.MKTP.KD.ZG,2021,
16481,British Virgin Islands,VGB,NY.GDP.MKTP.KD.ZG,2021,
16482,Virgin Islands (U.S.),VIR,NY.GDP.MKTP.KD.ZG,2021,2.85420416559528
16483,Viet Nam,VNM,NY.GDP.MKTP.KD.ZG,2021,2.55372852648131
16484,Vanuatu,VUT,NY.GDP.MKTP.KD.ZG,2021,-1.55229489129462
16485,World,WLD,NY.GDP.MKTP.KD.ZG,2021,6.25985128447159
16486,Samoa,WSM,NY.GDP.MKTP.KD.ZG,2021,-7.07883094291508
16487,Kosovo,XKX,NY.GDP.MKTP.KD.ZG,2021,10.7456560819583
16488,"Yemen, Rep.",YEM,NY.GDP.MKTP.KD.ZG,2021,
16489,South Africa,ZAF,NY.GDP.MKTP.KD.ZG,2021,4.70306206485731
16490,Zambia,ZMB,NY.GDP.MKTP.KD.ZG,2021,6.23492204726448
16491,Zimbabwe,ZWE,NY.GDP.MKTP.KD.ZG,2021,8.46801689759531
16492,Aruba,ABW,NY.GDP.MKTP.KD.ZG,2022,10.45831735343
16493,Africa Eastern and Southern,AFE,NY.GDP.MKTP.KD.ZG,2022,3.55442232938942
16494,Afghanistan,AFG,NY.GDP.MKTP.KD.ZG,2022,-6.24017199240269
16495,Africa Western and Central,AFW,NY.GDP.MKTP.KD.ZG,2022,3.78448567787606
16496,Angola,AGO,NY.GDP.MKTP.KD.ZG,2022,3.04540300954928
16497,Albania,ALB,NY.GDP.MKTP.KD.ZG,2022,4.85640165227306
16498,Andorra,AND,NY.GDP.MKTP.KD.ZG,2022,9.56379752740844
16499,Arab World,ARB,NY.GDP.MKTP.KD.ZG,2022,5.79310898501694
16500,United Arab Emirates,ARE,NY.GDP.MKTP.KD.ZG,2022,7.85041812278786
16501,Argentina,ARG,NY.GDP.MKTP.KD.ZG,2022,4.95636996008236
16502,Armenia,ARM,NY.GDP.MKTP.KD.ZG,2022,12.5999999997766
16503,American Samoa,ASM,NY.GDP.MKTP.KD.ZG,2022,1.73501577287065
16504,Antigua and Barbuda,ATG,NY.GDP.MKTP.KD.ZG,2022,9.51639564359461
16505,Australia,AUS,NY.GDP.MKTP.KD.ZG,2022,4.26894639349867
16506,Austria,AUT,NY.GDP.MKTP.KD.ZG,2022,4.80643020178459
16507,Azerbaijan,AZE,NY.GDP.MKTP.KD.ZG,2022,4.71480236521231
16508,Burundi,BDI,NY.GDP.MKTP.KD.ZG,2022,1.84899943948213
16509,Belgium,BEL,NY.GDP.MKTP.KD.ZG,2022,3.01472197492703
16510,Benin,BEN,NY.GDP.MKTP.KD.ZG,2022,6.25324491401346
16511,Burkina Faso,BFA,NY.GDP.MKTP.KD.ZG,2022,1.77791543778547
16512,Bangladesh,BGD,NY.GDP.MKTP.KD.ZG,2022,7.09982877575158
16513,Bulgaria,BGR,NY.GDP.MKTP.KD.ZG,2022,3.92643222124569
16514,Bahrain,BHR,NY.GDP.MKTP.KD.ZG,2022,4.89150020694356
16515,"Bahamas, The",BHS,NY.GDP.MKTP.KD.ZG,2022,10.7820132001503
16516,Bosnia and Herzegovina,BIH,NY.GDP.MKTP.KD.ZG,2022,4.22681101095546
16517,Belarus,BLR,NY.GDP.MKTP.KD.ZG,2022,-4.65824489149375
16518,Belize,BLZ,NY.GDP.MKTP.KD.ZG,2022,8.73431143782066
16519,Bermuda,BMU,NY.GDP.MKTP.KD.ZG,2022,6.43113399633694
16520,Bolivia,BOL,NY.GDP.MKTP.KD.ZG,2022,3.60568042633635
16521,Brazil,BRA,NY.GDP.MKTP.KD.ZG,2022,3.01669435393015
16522,Barbados,BRB,NY.GDP.MKTP.KD.ZG,2022,13.4808615694709
16523,Brunei Darussalam,BRN,NY.GDP.MKTP.KD.ZG,2022,-1.62833154515108
16524,Bhutan,BTN,NY.GDP.MKTP.KD.ZG,2022,5.21386783786224
16525,Botswana,BWA,NY.GDP.MKTP.KD.ZG,2022,5.48602817797183
16526,Central African Republic,CAF,NY.GDP.MKTP.KD.ZG,2022,0.502110003427035
16527,Canada,CAN,NY.GDP.MKTP.KD.ZG,2022,3.81986633913397
16528,Central Europe and the Baltics,CEB,NY.GDP.MKTP.KD.ZG,2022,4.24707312691251
16529,Switzerland,CHE,NY.GDP.MKTP.KD.ZG,2022,2.56832817834069
16530,Channel Islands,CHI,NY.GDP.MKTP.KD.ZG,2022,7.80517874537352
16531,Chile,CHL,NY.GDP.MKTP.KD.ZG,2022,2.05874008095333
16532,China,CHN,NY.GDP.MKTP.KD.ZG,2022,2.98908408613474
16533,Cote d'Ivoire,CIV,NY.GDP.MKTP.KD.ZG,2022,6.2178509127107
16534,Cameroon,CMR,NY.GDP.MKTP.KD.ZG,2022,3.58279631926052
16535,"Congo, Dem. Rep.",COD,NY.GDP.MKTP.KD.ZG,2022,8.92444762563109
16536,"Congo, Rep.",COG,NY.GDP.MKTP.KD.ZG,2022,1.47535613247133
16537,Colombia,COL,NY.GDP.MKTP.KD.ZG,2022,7.2888838865514
16538,Comoros,COM,NY.GDP.MKTP.KD.ZG,2022,2.38767848524202
16539,Cabo Verde,CPV,NY.GDP.MKTP.KD.ZG,2022,17.439079439153
16540,Costa Rica,CRI,NY.GDP.MKTP.KD.ZG,2022,4.55149177958398
16541,Caribbean small states,CSS,NY.GDP.MKTP.KD.ZG,2022,22.4782173424467
16542,Cuba,CUB,NY.GDP.MKTP.KD.ZG,2022,1.77485399483382
16543,Curacao,CUW,NY.GDP.MKTP.KD.ZG,2022,7.89999999999999
16544,Cayman Islands,CYM,NY.GDP.MKTP.KD.ZG,2022,5.15632991974057
16545,Cyprus,CYP,NY.GDP.MKTP.KD.ZG,2022,5.05812800841309
16546,Czechia,CZE,NY.GDP.MKTP.KD.ZG,2022,2.35100353961535
16547,Germany,DEU,NY.GDP.MKTP.KD.ZG,2022,1.80620896724351
16548,Djibouti,DJI,NY.GDP.MKTP.KD.ZG,2022,3.72857647005031
16549,Dominica,DMA,NY.GDP.MKTP.KD.ZG,2022,5.58354626264079
16550,Denmark,DNK,NY.GDP.MKTP.KD.ZG,2022,2.73117445421431
16551,Dominican Republic,DOM,NY.GDP.MKTP.KD.ZG,2022,4.85832403582451
16552,Algeria,DZA,NY.GDP.MKTP.KD.ZG,2022,3.60000000017391
16553,East Asia & Pacific (excluding high income),EAP,NY.GDP.MKTP.KD.ZG,2022,3.4136178694246
16554,Early-demographic dividend,EAR,NY.GDP.MKTP.KD.ZG,2022,5.58275972830057
16555,East Asia & Pacific,EAS,NY.GDP.MKTP.KD.ZG,2022,2.88602957954218
16556,Europe & Central Asia (excluding high income),ECA,NY.GDP.MKTP.KD.ZG,2022,3.07761568064204
16557,Europe & Central Asia,ECS,NY.GDP.MKTP.KD.ZG,2022,3.1574986641604
16558,Ecuador,ECU,NY.GDP.MKTP.KD.ZG,2022,6.18613907258741
16559,"Egypt, Arab Rep.",EGY,NY.GDP.MKTP.KD.ZG,2022,6.58784560886967
16560,Euro area,EMU,NY.GDP.MKTP.KD.ZG,2022,3.42612123895196
16561,Eritrea,ERI,NY.GDP.MKTP.KD.ZG,2022,
16562,Spain,ESP,NY.GDP.MKTP.KD.ZG,2022,5.77064767618052
16563,Estonia,EST,NY.GDP.MKTP.KD.ZG,2022,-0.461002668410416
16564,Ethiopia,ETH,NY.GDP.MKTP.KD.ZG,2022,5.32117628383672
16565,European Union,EUU,NY.GDP.MKTP.KD.ZG,2022,3.47865373531921
16566,Fragile and conflict affected situations,FCS,NY.GDP.MKTP.KD.ZG,2022,1.46339696745459
16567,Finland,FIN,NY.GDP.MKTP.KD.ZG,2022,1.33546730512326
16568,Fiji,FJI,NY.GDP.MKTP.KD.ZG,2022,20.0164641552219
16569,France,FRA,NY.GDP.MKTP.KD.ZG,2022,2.45475817660707
16570,Faroe Islands,FRO,NY.GDP.MKTP.KD.ZG,2022,5.39848038908718
16571,"Micronesia, Fed. Sts.",FSM,NY.GDP.MKTP.KD.ZG,2022,-0.778210116731515
16572,Gabon,GAB,NY.GDP.MKTP.KD.ZG,2022,2.96774164377373
16573,United Kingdom,GBR,NY.GDP.MKTP.KD.ZG,2022,4.34522883436574
16574,Georgia,GEO,NY.GDP.MKTP.KD.ZG,2022,10.9585321385624
16575,Ghana,GHA,NY.GDP.MKTP.KD.ZG,2022,3.81750462109567
16576,Gibraltar,GIB,NY.GDP.MKTP.KD.ZG,2022,
16577,Guinea,GIN,NY.GDP.MKTP.KD.ZG,2022,4.69999999984769
16578,"Gambia, The",GMB,NY.GDP.MKTP.KD.ZG,2022,4.91782130902605
16579,Guinea-Bissau,GNB,NY.GDP.MKTP.KD.ZG,2022,4.19999023152431
16580,Equatorial Guinea,GNQ,NY.GDP.MKTP.KD.ZG,2022,3.71601059354751
16581,Greece,GRC,NY.GDP.MKTP.KD.ZG,2022,5.55728707963308
16582,Grenada,GRD,NY.GDP.MKTP.KD.ZG,2022,7.32074061551874
16583,Greenland,GRL,NY.GDP.MKTP.KD.ZG,2022,
16584,Guatemala,GTM,NY.GDP.MKTP.KD.ZG,2022,4.11800416923388
16585,Guam,GUM,NY.GDP.MKTP.KD.ZG,2022,5.09986426216793
16586,Guyana,GUY,NY.GDP.MKTP.KD.ZG,2022,63.4398643665041
16587,High income,HIC,NY.GDP.MKTP.KD.ZG,2022,2.64158610536653
16588,"Hong Kong SAR, China",HKG,NY.GDP.MKTP.KD.ZG,2022,-3.68075292201146
16589,Honduras,HND,NY.GDP.MKTP.KD.ZG,2022,4.14356194013767
16590,Heavily indebted poor countries (HIPC),HPC,NY.GDP.MKTP.KD.ZG,2022,4.79636099899177
16591,Croatia,HRV,NY.GDP.MKTP.KD.ZG,2022,7.02722588804099
16592,Haiti,HTI,NY.GDP.MKTP.KD.ZG,2022,-1.68198396897978
16593,Hungary,HUN,NY.GDP.MKTP.KD.ZG,2022,4.58340767295068
16594,IBRD only,IBD,NY.GDP.MKTP.KD.ZG,2022,3.60168862458352
16595,IDA & IBRD total,IBT,NY.GDP.MKTP.KD.ZG,2022,3.65354606149432
16596,IDA total,IDA,NY.GDP.MKTP.KD.ZG,2022,4.31029853089065
16597,IDA blend,IDB,NY.GDP.MKTP.KD.ZG,2022,4.2154910324581
16598,Indonesia,IDN,NY.GDP.MKTP.KD.ZG,2022,5.30741934775764
16599,IDA only,IDX,NY.GDP.MKTP.KD.ZG,2022,4.39591712669399
16600,Isle of Man,IMN,NY.GDP.MKTP.KD.ZG,2022,
16601,India,IND,NY.GDP.MKTP.KD.ZG,2022,6.98703932576051
16602,Not classified,INX,NY.GDP.MKTP.KD.ZG,2022,
16603,Ireland,IRL,NY.GDP.MKTP.KD.ZG,2022,9.43302211023355
16604,"Iran, Islamic Rep.",IRN,NY.GDP.MKTP.KD.ZG,2022,3.77663140152906
16605,Iraq,IRQ,NY.GDP.MKTP.KD.ZG,2022,7.63981140220797
16606,Iceland,ISL,NY.GDP.MKTP.KD.ZG,2022,8.88130774528271
16607,Israel,ISR,NY.GDP.MKTP.KD.ZG,2022,6.83288663572093
16608,Italy,ITA,NY.GDP.MKTP.KD.ZG,2022,3.98589744251659
16609,Jamaica,JAM,NY.GDP.MKTP.KD.ZG,2022,5.22151985159613
16610,Jordan,JOR,NY.GDP.MKTP.KD.ZG,2022,2.42807330466898
16611,Japan,JPN,NY.GDP.MKTP.KD.ZG,2022,0.954736937781391
16612,Kazakhstan,KAZ,NY.GDP.MKTP.KD.ZG,2022,3.19999999970734
16613,Kenya,KEN,NY.GDP.MKTP.KD.ZG,2022,4.8466348557707
16614,Kyrgyz Republic,KGZ,NY.GDP.MKTP.KD.ZG,2022,8.96750520041391
16615,Cambodia,KHM,NY.GDP.MKTP.KD.ZG,2022,5.2398102893046
16616,Kiribati,KIR,NY.GDP.MKTP.KD.ZG,2022,3.85756676557864
16617,St. Kitts and Nevis,KNA,NY.GDP.MKTP.KD.ZG,2022,10.5228492759939
16618,"Korea, Rep.",KOR,NY.GDP.MKTP.KD.ZG,2022,2.61267219187226
16619,Kuwait,KWT,NY.GDP.MKTP.KD.ZG,2022,6.13825278548057
16620,Latin America & Caribbean (excluding high income),LAC,NY.GDP.MKTP.KD.ZG,2022,3.87705264535334
16621,Lao PDR,LAO,NY.GDP.MKTP.KD.ZG,2022,2.70742652643155
16622,Lebanon,LBN,NY.GDP.MKTP.KD.ZG,2022,-0.621678970663112
16623,Liberia,LBR,NY.GDP.MKTP.KD.ZG,2022,4.80810517290655
16624,Libya,LBY,NY.GDP.MKTP.KD.ZG,2022,1.33614809684626
16625,St. Lucia,LCA,NY.GDP.MKTP.KD.ZG,2022,18.07538
16626,Latin America & Caribbean,LCN,NY.GDP.MKTP.KD.ZG,2022,3.98793094722834
16627,Least developed countries: UN classification,LDC,NY.GDP.MKTP.KD.ZG,2022,4.63041795567753
16628,Low income,LIC,NY.GDP.MKTP.KD.ZG,2022,3.73694196526743
16629,Liechtenstein,LIE,NY.GDP.MKTP.KD.ZG,2022,
16630,Sri Lanka,LKA,NY.GDP.MKTP.KD.ZG,2022,-7.34676438378833
16631,Lower middle income,LMC,NY.GDP.MKTP.KD.ZG,2022,5.82230668120525
16632,Low & middle income,LMY,NY.GDP.MKTP.KD.ZG,2022,3.84902519217643
16633,Lesotho,LSO,NY.GDP.MKTP.KD.ZG,2022,1.28550412458897
16634,Late-demographic dividend,LTE,NY.GDP.MKTP.KD.ZG,2022,3.17751274112695
16635,Lithuania,LTU,NY.GDP.MKTP.KD.ZG,2022,2.44017546498974
16636,Luxembourg,LUX,NY.GDP.MKTP.KD.ZG,2022,1.38018589083207
16637,Latvia,LVA,NY.GDP.MKTP.KD.ZG,2022,2.95473177143623
16638,"Macao SAR, China",MAC,NY.GDP.MKTP.KD.ZG,2022,-21.4019505820285
16639,St. Martin (French part),MAF,NY.GDP.MKTP.KD.ZG,2022,
16640,Morocco,MAR,NY.GDP.MKTP.KD.ZG,2022,1.25854398420971
16641,Monaco,MCO,NY.GDP.MKTP.KD.ZG,2022,11.0968262747971
16642,Moldova,MDA,NY.GDP.MKTP.KD.ZG,2022,-5.01548231924089
16643,Madagascar,MDG,NY.GDP.MKTP.KD.ZG,2022,3.79619908930115
16644,Maldives,MDV,NY.GDP.MKTP.KD.ZG,2022,13.9066763800888
16645,Middle East & North Africa,MEA,NY.GDP.MKTP.KD.ZG,2022,5.74836266642129
16646,Mexico,MEX,NY.GDP.MKTP.KD.ZG,2022,3.94899999903839
16647,Marshall Islands,MHL,NY.GDP.MKTP.KD.ZG,2022,-0.675525738649768
16648,Middle income,MIC,NY.GDP.MKTP.KD.ZG,2022,3.85059248991733
16649,North Macedonia,MKD,NY.GDP.MKTP.KD.ZG,2022,2.22170527084103
16650,Mali,MLI,NY.GDP.MKTP.KD.ZG,2022,3.47495171106735
16651,Malta,MLT,NY.GDP.MKTP.KD.ZG,2022,8.07553911825327
16652,Myanmar,MMR,NY.GDP.MKTP.KD.ZG,2022,4.0374934360085
16653,Middle East & North Africa (excluding high income),MNA,NY.GDP.MKTP.KD.ZG,2022,4.41129157016933
16654,Montenegro,MNE,NY.GDP.MKTP.KD.ZG,2022,6.40668032879275
16655,Mongolia,MNG,NY.GDP.MKTP.KD.ZG,2022,5.0327096366527
16656,Northern Mariana Islands,MNP,NY.GDP.MKTP.KD.ZG,2022,
16657,Mozambique,MOZ,NY.GDP.MKTP.KD.ZG,2022,4.35980020115213
16658,Mauritania,MRT,NY.GDP.MKTP.KD.ZG,2022,6.38702309577425
16659,Mauritius,MUS,NY.GDP.MKTP.KD.ZG,2022,8.87988518971193
16660,Malawi,MWI,NY.GDP.MKTP.KD.ZG,2022,0.923449719368733
16661,Malaysia,MYS,NY.GDP.MKTP.KD.ZG,2022,8.65034422372288
16662,North America,NAC,NY.GDP.MKTP.KD.ZG,2022,2.07867367857624
16663,Namibia,NAM,NY.GDP.MKTP.KD.ZG,2022,5.34966408559102
16664,New Caledonia,NCL,NY.GDP.MKTP.KD.ZG,2022,3.49999999631376
16665,Niger,NER,NY.GDP.MKTP.KD.ZG,2022,11.9000000000277
16666,Nigeria,NGA,NY.GDP.MKTP.KD.ZG,2022,3.25168140827093
16667,Nicaragua,NIC,NY.GDP.MKTP.KD.ZG,2022,3.75228475736668
16668,Netherlands,NLD,NY.GDP.MKTP.KD.ZG,2022,4.32891831787197
16669,Norway,NOR,NY.GDP.MKTP.KD.ZG,2022,3.00563516076298
16670,Nepal,NPL,NY.GDP.MKTP.KD.ZG,2022,5.63131455871746
16671,Nauru,NRU,NY.GDP.MKTP.KD.ZG,2022,2.15827338129438
16672,New Zealand,NZL,NY.GDP.MKTP.KD.ZG,2022,2.7748426484212
16673,OECD members,OED,NY.GDP.MKTP.KD.ZG,2022,2.77835122172053
16674,Oman,OMN,NY.GDP.MKTP.KD.ZG,2022,4.31125350906991
16675,Other small states,OSS,NY.GDP.MKTP.KD.ZG,2022,4.54016837834456
16676,Pakistan,PAK,NY.GDP.MKTP.KD.ZG,2022,4.767539530847
16677,Panama,PAN,NY.GDP.MKTP.KD.ZG,2022,10.8093661181786
16678,Peru,PER,NY.GDP.MKTP.KD.ZG,2022,2.72550021563363
16679,Philippines,PHL,NY.GDP.MKTP.KD.ZG,2022,7.58098212785563
16680,Palau,PLW,NY.GDP.MKTP.KD.ZG,2022,-0.362288565445908
16681,Papua New Guinea,PNG,NY.GDP.MKTP.KD.ZG,2022,5.16505132632446
16682,Poland,POL,NY.GDP.MKTP.KD.ZG,2022,5.63756676578897
16683,Pre-demographic dividend,PRE,NY.GDP.MKTP.KD.ZG,2022,4.1405972463585
16684,Puerto Rico,PRI,NY.GDP.MKTP.KD.ZG,2022,3.56811024720668
16685,"Korea, Dem. People's Rep.",PRK,NY.GDP.MKTP.KD.ZG,2022,
16686,Portugal,PRT,NY.GDP.MKTP.KD.ZG,2022,6.82751087594069
16687,Paraguay,PRY,NY.GDP.MKTP.KD.ZG,2022,0.176038366132886
16688,West Bank and Gaza,PSE,NY.GDP.MKTP.KD.ZG,2022,4.08276027347105
16689,Pacific island small states,PSS,NY.GDP.MKTP.KD.ZG,2022,9.30839715412249
